1.207	0
1.25	0.00009048
1.287	0.00012064
1.402	0.00021112
1.528	0.0003016
1.68	0.00039208
1.811	0.0004524
1.959	0.00054288
2.105	0.0006032
2.253	0.00066352
2.421	0.000754
2.591	0.00084448
2.742	0.0009048
2.894	0.00096512
3.047	0.0010556
3.2	0.00114608
3.355	0.00123656
3.512	0.00132704
3.67	0.00138736
3.831	0.00147784
4.012	0.00156832
4.19	0.0016588
4.351	0.00171912
4.534	0.0018096
4.739	0.00186992
4.924	0.00193024
5.112	0.0019604
5.317	0.00199056
5.501	0.00205088
5.68	0.00208104
5.882	0.00214136
6.084	0.00223184
6.269	0.00229216
6.471	0.00235248
6.653	0.0024128
6.835	0.00247312
7.019	0.0025636
7.206	0.00262392
7.393	0.0027144
7.581	0.00277472
7.757	0.00283504
7.91	0.00289536
8.048	0.00289536
8.209	0.00292552
8.375	0.00295568
8.544	0.00298584
8.717	0.003016
8.908	0.003016
9.091	0.003016
9.259	0.00304616
9.447	0.00304616
9.638	0.00307632
9.843	0.00310648
10.052	0.0031668
10.238	0.00319696
10.421	0.00325728
10.604	0.0033176
10.767	0.00337792
10.93	0.0034684
11.083	0.00352872
11.255	0.00358904
11.41	0.00364936
11.592	0.00367952
11.775	0.00370968
11.962	0.00373984
12.151	0.00373984
12.332	0.00377
12.513	0.00380016
12.715	0.00380016
12.9	0.00383032
13.085	0.00386048
13.253	0.00389064
13.426	0.0039208
13.573	0.00395096
13.721	0.00395096
13.867	0.00398112
14.014	0.00401128
14.163	0.00404144
14.316	0.00404144
14.452	0.0040716
14.59	0.0040716
14.727	0.0040716
14.865	0.0040716
14.997	0.0040716
15.147	0.0040716
15.287	0.00410176
15.441	0.00410176
15.6	0.00410176
15.758	0.00413192
15.914	0.00416208
16.071	0.00419224
16.229	0.00425256
16.4	0.00428272
16.572	0.00431288
16.756	0.0043732
16.924	0.00440336
17.09	0.00443352
17.245	0.00446368
17.397	0.00449384
17.551	0.004524
17.711	0.004524
17.878	0.00455416
18.05	0.00458432
18.228	0.00461448
18.417	0.00464464
18.594	0.0046748
18.776	0.00470496
18.971	0.00473512
19.173	0.00473512
19.374	0.00476528
19.573	0.00479544
19.789	0.0048256
20.006	0.0048256
20.219	0.0048256
20.429	0.0048256
20.64	0.0048256
20.852	0.0048256
21.071	0.0048256
21.28	0.0048256
21.488	0.0048256
21.698	0.0048256
21.904	0.0048256
22.099	0.0048256
22.286	0.00485576
22.483	0.00485576
22.671	0.00488592
22.863	0.00488592
23.065	0.00488592
23.263	0.00491608
23.476	0.00494624
23.689	0.0049764
23.905	0.00500656
24.134	0.00503672
24.362	0.00503672
24.592	0.00506688
24.821	0.00506688
25.047	0.00509704
25.266	0.00509704
25.492	0.0051272
25.72	0.0051272
25.94	0.00515736
26.168	0.00518752
26.402	0.00521768
26.625	0.00524784
26.848	0.005278
27.072	0.00530816
27.29	0.00533832
27.507	0.00533832
27.729	0.00536848
27.939	0.00539864
28.155	0.0054288
28.372	0.0054288
28.577	0.0054288
28.788	0.0054288
