4.00E-03	0.00E+00
5.28E-03	0.00E+00
6.97E-03	0.00E+00
9.19E-03	0.00E+00
1.21E-02	0.00E+00
1.60E-02	0.00E+00
2.11E-02	0.00E+00
2.79E-02	0.00E+00
3.68E-02	0.00E+00
4.86E-02	3.35E-03
6.41E-02	1.72E-02
8.46E-02	4.52E-02
1.12E-01	9.33E-02
1.47E-01	1.73E-01
1.94E-01	2.81E-01
2.57E-01	4.63E-01
3.39E-01	7.48E-01
4.47E-01	8.64E-01
5.90E-01	9.22E-01
7.79E-01	9.66E-01
1.03E+00	9.95E-01
1.36E+00	1.04E+00
1.79E+00	1.07E+00
2.36E+00	1.09E+00
3.12E+00	1.11E+00
4.11E+00	1.11E+00
5.43E+00	1.12E+00
7.16E+00	1.14E+00
9.46E+00	1.14E+00
1.25E+01	1.14E+00
1.65E+01	1.15E+00
2.17E+01	1.17E+00
2.87E+01	1.18E+00
3.79E+01	1.19E+00
5.00E+01	1.20E+00
6.59E+01	1.21E+00
8.70E+01	1.22E+00
1.15E+02	1.23E+00
1.52E+02	1.23E+00
2.00E+02	1.25E+00
