# diameters_cpd	void_ratio_cpd	diameters_psd	void_ratio_psd
0.0044	0.0	0.005254799830150466	0.02334974907621792
0.006275663921579394	0.021630743724792605	0.007494854024817455	0.019966162984780315
0.008950899467412112	0.04012700050603159	0.010689814772966145	0.02081542615452695
0.012766553830300549	0.059409997817960206	0.015246746567970476	0.02669908442718908
0.01820877301720874	0.08414349928069514	0.02174624030865382	0.036738307612865395
0.025970940881892102	0.11817713768351118	0.031016385394321454	0.03002765988167096
0.03704202197771856	0.14599416532845527	0.044238275181123915	0.01927937027456245
0.05283256384270898	0.1638541909853988	0.06309648806979108	0.01529006154101785
0.0753544124527793	0.1780186002752153	0.08999371676317103	0.013733506817129237
0.10747703808220915	0.1907410481882244	0.12835689124078808	0.01732858452913804
0.15329312961153066	0.2067939046810148	0.18307379805588736	0.022344147875591133
0.21864003702933574	0.22749307942880903	0.26111582487405555	0.029175864044860066
0.3118434982267693	0.254521020330604	0.37242617307171694	0.0413232360195523
0.4447784070456468	0.292802045334357	0.5311867040450132	0.053370666500312136
0.6343817732258908	0.34224357062532673	0.7576248259540824	0.06082194800915945
0.9048106378957473	0.3985878150938369	1.0805906332574784	0.05352388581391884
1.2905198809326315	0.44817127971338344	1.5412326479842244	0.03830017219705584
1.8406520583749661	0.4836517984421154	2.198240482662472	0.025724131932027966
2.6252985715737807	0.5074821232797895	3.135322383636399	0.014340701310368053
3.7444298929544306	0.5207670641100236	4.4718703557971065	0.013472680522470295
5.3406326332039855	0.5332478877247142	6.378171694058255	0.022659399167750335
7.617276257865411	0.554239105007413	9.09710499682735	0.02565031556259146
10.864424043679387	0.5780010478267295	12.975084913502057	0.027735770238522996
15.495789545376919	0.6036949144323571	18.506198243430443	0.030195358861696647
22.101447133252066	0.6316672950812244	26.395154691339194	0.019699589195937083
31.523012361101014	0.6499166031997008	37.64707272748741	0.025698739830751213
44.96087076683252	0.6737234052991408	53.69554001567462	0.03273530614436497
64.12711694413733	0.7040487426571591	76.58526436956633	0.033555623172714114
91.46368959118765	0.7351340054154628	109.23258648379722	0.033555623172714225
130.453494750444	0.7662192681737666	155.7970459220836	0.04201227023787192
186.06415692029753	0.8051386007903952	222.21134095042459	0.0556272155628721
265.3809356099539	0.8566705483088298	316.93720349280846	0.044716961619692214
378.5094461550849	0.8980954532955872	452.04349394683794	0.026750749167939458
539.8631989119243	0.9228768159478848	644.7438740788327	0.003781730540166926
770.0	0.926380136	0.0	0.0
