# diameters_cpd	void_ratio_cpd	diameters_psd	void_ratio_psd
0.004000000000000001	0.056186072135003096	0.004433121354332456	0.007251383320241946
0.0049131412355596	0.06424420918975064	0.005445137832052645	0.0053664597944042295
0.00603473920013902	0.07020771527022338	0.006688182803990855	0.001829535823308133
0.007412381502512742	0.07224079637484983	0.008214996681312021	0.0028043833009989286
0.009104519303423634	0.07535718175892032	0.010090359736234832	0.003423327039395022
0.011182947304899752	0.07916137155946004	0.012393840625431408	0.0035980223928852965
0.01373584988469826	0.0831596924711386	0.015223172360940194	0.006567827100795617
0.01687154261849189	0.09045822415713563	0.01869839896564161	0.008832739894048992
0.020723067936603404	0.10027365184753223	0.022966968749259662	0.012963238053504779
0.025453839901657276	0.11467911688712894	0.028209990304449078	0.018601559817591987
0.03126457760604114	0.1353501960209292	0.03464991665488129	0.026632934071654145
0.03840182136214848	0.16494618115115453	0.04255998358145012	0.03685665559931902
0.047168393013741275	0.20590332947482515	0.05227580257969052	0.0514165893687845
0.057936244182723355	0.2630402791744469	0.06420960031906255	0.06759433522402983
0.071162237581897	0.338154832261072	0.07886770876159671	0.07774686569719817
0.08740753096957675	0.4245514371152433	0.09687204801767646	0.08215087918347957
0.10736138617626999	0.515842024633984	0.11898651342218883	0.08228763982736617
0.13187041338236752	0.6072845881224762	0.14614938639250533	0.07764246650173777
0.16197449143479997	0.693565178833101	0.17951314420918763	0.0694440088054107
0.19895088824427767	0.7707351912117079	0.22049335778477908	0.0601919756764735
0.2443684532210424	0.8376238341335482	0.2708287520748484	0.05112582939197637
0.30015418104755487	0.8944376753117083	0.3326549773985211	0.04240764396986039
0.36867497098259083	0.9415633880462919	0.4085952216677049	0.035106595127342634
0.4528380506133259	0.9805757726587522	0.5018715080570537	0.028831719343191217
0.556214324874689	1.0126151692443541	0.616441400296898	0.02336017493140117
0.6831898838376943	1.0385742839272927	0.7571659157761971	0.018286381683772383
0.8391520975000362	1.0588951197369139	0.9300157707400696	0.014259668321441306
1.030718193283439	1.0747412495875672	1.1423247082359445	0.010774487631907605
1.2660160144155883	1.0867144544504563	1.4031006571081508	0.00827962536866847
1.555028871326009	1.095915230776327	1.7234079240197053	0.006672308657600792
1.910019117549379	1.103329868130339	2.1168366342978433	0.005466162265046421
2.34604842178475	1.1094041690947187	2.600079339227981	0.004905111943303293
2.8816168104225435	1.1148550000000002	3.1936392543218863	0.0028616290343167327
3.5394475940921812	1.1180350000000001	3.9227001779776653	0.003087088436620579
4.347451481409122	1.1214655429217864	4.818194999789759	0.003590045976785216
5.339910785726455	1.125455	5.91811813360853	0.002252042072028147
6.5589339688905195	1.127957593349162	7.269137559786266	0.0037096850827985574
8.056242235967147	1.1320800000000002	8.928574872985246	0.002828492654572858
9.895363983296763	1.135223177027378	10.966837345811273	0.00507869050156126
12.15433020680164	1.1408668979993455	13.47040519684508	0.0016665457708305974
14.92898523241119	1.1427188555688585	16.54550080807897	0.004259931174495724
18.33705323760493	1.1474527260225216	20.32259557078935	0.0027736538836316956
22.52313310008208	1.1505349631833053	24.96194557811149	0.0023769676686201204
27.664833497002643	1.1531763807449693	30.660391034903537	0.0030563620994903153
33.98030855725354	1.156572778866398	37.65970787299158	0.0028205144691530876
41.737513792420216	1.1597070900941453	46.2568659174808	0.0019769002885239237
51.265575020819256	1.1619039307195784	56.81662884173158	0.0015622423573776831
62.96875264986537	1.163639980583794	69.78703050694905	0.0015079485997312085
77.34359379895149	1.1653156962302458	85.71838432273668	0.001912724801322003
94.99999999999997	1.1674412215150618	0.0	0.0
